"PublishedAdditionalChartId","PublishedIndicatorId","PublishedIndicatorDetailId","CountryId","CountryEN","CountryAR","CountryCode"
"1f3561b3-5f4a-47cc-f076-08dea241b62e","0f5632ff-e60a-4b83-f10a-08dea2389aaf","7fb2296d-87a4-4954-6a2d-08dea2389ab1","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"3befa8cf-a476-4a88-f077-08dea241b62e","0f5632ff-e60a-4b83-f10a-08dea2389aaf","7fb2296d-87a4-4954-6a2d-08dea2389ab1","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"f50a06b6-2687-4332-170f-08de9e1b05ae","ed390c3c-ac6f-470e-7a74-08de9e09a550","160100bc-528f-4622-bc88-08de9e09a558","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"237cd222-4d24-45b2-1710-08de9e1b05ae","ed390c3c-ac6f-470e-7a74-08de9e09a550","160100bc-528f-4622-bc88-08de9e09a558","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"2895ef64-bcff-45c8-ec4c-08dddd671676","7ca07ae2-eec1-4ed0-c7ed-08dddd57848d","c92b1e43-b445-4e27-eb65-08dddd57848f","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"59df4439-dd4d-45a3-d9fa-08de049df013","f93b4e4c-3855-4ecf-c881-08de049c57c4","0449d68c-23ad-45bf-7ac6-08de049c57c6","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"53a20a79-4150-4614-d9fc-08de049df013","f45c2040-d061-4e4c-c883-08de049c57c4","179f7c36-5c7e-46a2-7ac8-08de049c57c6","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"f2f5d02b-883a-49be-05bd-08dddd573e62","92aa796c-b5e1-4f57-a7e2-08dddd5433d4","122d47f7-8c5c-48a5-fd90-08dddd5433de","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"76f2be8f-e8ad-463a-bd6f-08de6e055c93","c7e2aafd-6340-45d5-31d3-08de6c80b448","ae6d8353-8468-4cec-1691-08de6c80b44a","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"e915cc6c-8917-492f-f43f-08de75253b9c","e8b7aa3b-38aa-47b8-fe79-08de7446bf51","f52a8461-8066-4ff4-7081-08de7446bf5c","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"9386e6fc-2fe6-4880-c751-08de3adef664","87c2a5a9-f54f-49ff-7b82-08de3ade5903","ba5871a1-f81c-43c3-c7bd-08de3ade590a","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"d92a42f0-0dfd-4080-a475-08de064081a8","fcdc61e3-9c77-48bf-28ad-08de064080f7","b60f7e11-c096-4fab-64ce-08de064080f9","8e5904bd-e75e-46f6-b4bb-2ab9872a7f87","UAE","الإمارات العربية المتحدة","AE"
"caa38a9f-a41f-47b7-a0c0-08dec77b7a69","cfbc3145-b350-480b-983d-08dec461c232","5e8b83ee-ab75-42d4-7ab7-08dec461c23d","a1659dcb-bd81-4ce9-b89b-0fa0922f36f2","Turkey","تركيا","TR"
